,Unnamed: 0,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Segment,Country,City,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
2572,3290,CA-2015-157770,2015-12-13,2015-12-15,First Class,RD-19585,Consumer,United States,Temecula,California,West,TEC-AC-10003399,Technology,Accessories,Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,36.24,1.0,0.0,15.2208
2573,3291,CA-2016-167290,2016-10-30,2016-11-04,Standard Class,JF-15295,Consumer,United States,Sterling Heights,Michigan,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,11.68,2.0,0.0,3.504
2574,3292,CA-2014-106264,2014-12-26,2014-12-30,Standard Class,CK-12595,Consumer,United States,San Diego,California,West,OFF-SU-10002189,Office Supplies,Supplies,Acme Rosewood Handle Letter Opener,11.91,3.0,0.0,0.1191
2576,3296,US-2015-110569,2015-05-23,2015-05-30,Standard Class,EB-13870,Consumer,United States,Phoenix,Arizona,West,OFF-BI-10001036,Office Supplies,Binders,Cardinal EasyOpen D-Ring Binders,19.194,7.0,0.7,-12.796
2577,3297,US-2015-110569,2015-05-23,2015-05-30,Standard Class,EB-13870,Consumer,United States,Phoenix,Arizona,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,121.792,4.0,0.2,13.7016
2578,3300,US-2014-159926,2014-11-18,2014-11-22,Standard Class,CS-11950,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-ST-10003656,Office Supplies,Storage,Safco Industrial Wire Shelving,76.792,1.0,0.2,-16.3183
2579,3302,US-2014-159926,2014-11-18,2014-11-22,Standard Class,CS-11950,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10001473,Furniture,Furnishings,"Eldon Executive Woodline II Desk Accessories, Mahogany",60.312,3.0,0.2,5.2773
2580,3303,US-2014-159926,2014-11-18,2014-11-22,Standard Class,CS-11950,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-BI-10004656,Office Supplies,Binders,Peel & Stick Add-On Corner Pockets,1.944,3.0,0.7,-1.4256
2581,3304,CA-2014-104738,2014-12-30,2015-01-01,Second Class,SP-20620,Corporate,United States,Laredo,Texas,Central,OFF-EN-10004955,Office Supplies,Envelopes,Fashion Color Clasp Envelopes,12.984,3.0,0.2,4.7067
2582,3305,CA-2014-104738,2014-12-30,2015-01-01,Second Class,SP-20620,Corporate,United States,Laredo,Texas,Central,TEC-PH-10002468,Technology,Phones,Staple envelope,217.584,2.0,0.2,19.0386
2583,3306,CA-2014-104738,2014-12-30,2015-01-01,Second Class,SP-20620,Corporate,United States,Laredo,Texas,Central,TEC-PH-10000576,Technology,Phones,AT&T 1080 Corded phone,328.776,3.0,0.2,28.7679
2584,3307,CA-2014-104738,2014-12-30,2015-01-01,Second Class,SP-20620,Corporate,United States,Laredo,Texas,Central,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,2.286,3.0,0.8,-3.6576
2585,3308,CA-2014-104738,2014-12-30,2015-01-01,Second Class,SP-20620,Consumer,United States,Laredo,Texas,Central,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,54.594,2.0,0.2,14.3952
2586,3309,CA-2015-144386,2015-11-05,2015-11-11,Standard Class,GT-14635,Corporate,United States,New York City,New York,East,OFF-BI-10001116,Office Supplies,Binders,"Wilson Jones 1"" Hanging DublLock Ring Binders",25.344,3.0,0.2,8.8704
2587,3311,CA-2016-162747,2016-03-20,2016-03-25,Second Class,AH-10030,Corporate,United States,Gulfport,Mississippi,South,FUR-FU-10003691,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Ebony",86.45,7.0,0.0,38.038
2588,3313,US-2014-133130,2014-09-27,2014-10-01,Standard Class,TH-21100,Consumer,United States,San Diego,California,West,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,81.98,2.0,0.0,40.1702
2589,3314,CA-2017-169978,2017-12-24,2017-12-28,Standard Class,HG-15025,Consumer,United States,Oceanside,New York,East,FUR-CH-10002602,Furniture,Chairs,DMI Arturo Collection Mission-style Design Wood Chair,271.764,2.0,0.1,8.532
2590,3315,CA-2017-169978,2017-12-24,2017-12-28,Standard Class,HG-15025,Consumer,United States,Oceanside,New York,East,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",14.376,3.0,0.2,4.8519
2591,3317,CA-2015-165057,2015-09-11,2015-09-15,Standard Class,SC-20725,Consumer,United States,Redlands,California,West,OFF-AR-10004648,Office Supplies,Art,Boston 19500 Mighty Mite Electric Pencil Sharpener,181.35,3.0,0.0,48.9645
2592,3318,CA-2015-165057,2015-09-11,2015-09-15,Standard Class,SC-20725,Consumer,United States,Redlands,California,West,OFF-LA-10003190,Office Supplies,Labels,Avery 474,8.64,3.0,0.0,4.2336
2593,3319,CA-2014-134551,2014-12-20,2014-12-25,Standard Class,TS-21505,Consumer,United States,Columbia,California,South,OFF-AP-10004868,Office Supplies,Appliances,Hoover Commercial Soft Guard Upright Vacuum And Disposable Filtration Bags,43.512,7.0,0.2,3.8073
2594,3321,CA-2014-134551,2014-12-20,2014-12-25,Standard Class,TS-21505,Consumer,United States,Columbia,Tennessee,South,OFF-PA-10002689,Office Supplies,Paper,Weyerhaeuser First Choice Laser/Copy Paper (20Lb. and 88 Bright),25.92,5.0,0.2,9.072
2595,3322,CA-2015-120810,2015-07-23,2015-07-27,Standard Class,TH-21550,Home Office,United States,New York City,New York,East,OFF-AP-10002892,Office Supplies,Appliances,Belkin F5C206VTEL 6 Outlet Surge,68.94,3.0,0.0,20.682
2596,3323,CA-2015-120810,2015-07-23,2015-07-27,Standard Class,TH-21550,Home Office,United States,New York City,New York,East,FUR-FU-10002253,Furniture,Furnishings,"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",128.82,3.0,0.0,50.2398
2598,3326,CA-2014-165309,2014-11-11,2014-11-15,Standard Class,KD-16270,Consumer,United States,Houston,Texas,Central,OFF-AR-10003582,Office Supplies,Art,"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",67.56,3.0,0.2,8.532
2599,3327,CA-2014-165309,2014-11-11,2014-11-15,Standard Class,KD-16270,Consumer,United States,Houston,Texas,Central,OFF-PA-10003724,Office Supplies,Paper,"Wirebound Message Book, 4 per Page",21.72,5.0,0.2,7.8735
2600,3329,CA-2014-165309,2014-11-11,2014-11-15,Standard Class,KD-16270,Consumer,United States,Houston,Texas,Central,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,148.48,2.0,0.2,16.704
2601,3330,CA-2014-165309,2014-11-11,2014-11-15,Standard Class,KD-16270,Consumer,United States,Houston,Texas,Central,TEC-PH-10004959,Technology,Phones,Classic Ivory Antiqueآ Telephoneآ ZL1810,241.176,3.0,0.2,15.0735
2602,3331,CA-2017-122595,2017-12-14,2017-12-20,Standard Class,GM-14455,Home Office,United States,Chicago,Illinois,Central,TEC-AC-10000474,Technology,Accessories,Kensington Expert Mouse Optical USB Trackball for PC or Mac,227.976,3.0,0.2,28.497
2603,3332,CA-2017-122595,2017-12-14,2017-12-20,Standard Class,GM-14455,Home Office,United States,Chicago,Illinois,Central,TEC-PH-10003095,Technology,Phones,Samsung HM1900 Bluetooth Headset,54.594,3.0,0.2,19.755
2604,3333,CA-2017-122595,2017-12-14,2017-12-20,Standard Class,GM-14455,Home Office,United States,Chicago,Illinois,Central,FUR-FU-10002963,Furniture,Furnishings,Staple envelope,2.032,1.0,0.6,-1.3208
2605,3334,US-2017-109253,2017-08-21,2017-08-22,First Class,PR-18880,Consumer,United States,Oakland,California,West,OFF-AR-10000203,Office Supplies,Binders,Newell 336,17.12,4.0,0.0,4.9648
2606,3335,US-2017-109253,2017-08-21,2017-08-22,First Class,PR-18880,Consumer,United States,Oakland,California,West,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,431.968,4.0,0.2,37.7972
2607,3336,US-2017-109253,2017-08-21,2017-08-22,First Class,PR-18880,Consumer,United States,Oakland,California,West,FUR-FU-10000193,Furniture,Furnishings,Tenex Chairmats For Use with Hard Floors,129.92,4.0,0.0,10.3936
2608,3338,US-2017-109253,2017-08-21,2017-08-22,First Class,PR-18880,Consumer,United States,Oakland,California,West,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",117.144,9.0,0.2,42.4647
2609,3339,US-2017-109253,2017-08-21,2017-08-22,First Class,PR-18880,Consumer,United States,Oakland,California,West,OFF-AP-10002867,Office Supplies,Appliances,Fellowes Command Center 5-outlet power strip,203.52,3.0,0.0,54.9504
2610,3340,US-2017-109253,2017-08-21,2017-08-22,First Class,PR-18880,Consumer,United States,Oakland,California,West,OFF-LA-10001158,Office Supplies,Labels,"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",51.75,5.0,0.0,24.84
2611,3341,CA-2016-145982,2016-08-27,2016-09-01,Second Class,TB-21055,Consumer,United States,Quincy,Massachusetts,East,OFF-PA-10000675,Office Supplies,Paper,Xerox 1919,122.97,3.0,0.0,60.2553
2612,3342,CA-2016-145982,2016-08-27,2016-09-01,Second Class,TB-21055,Consumer,United States,Quincy,Massachusetts,East,FUR-TA-10001307,Furniture,Tables,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",244.615,1.0,0.3,20.967
2613,3343,CA-2016-145982,2016-06-26,2016-09-01,Second Class,TB-21055,Consumer,United States,Quincy,Massachusetts,West,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,59.97,3.0,0.0,28.7856
2614,3344,CA-2016-145982,2016-08-27,2016-09-01,Second Class,TB-21055,Consumer,United States,Quincy,Massachusetts,East,OFF-PA-10002666,Office Supplies,Paper,Southworth 25% Cotton Linen-Finish Paper & Envelopes,81.54,9.0,0.0,36.693
2615,3345,CA-2016-145982,2016-08-27,2016-09-01,Second Class,TB-21055,Consumer,United States,Quincy,Massachusetts,East,OFF-FA-10000735,Office Supplies,Fasteners,Staples,11.68,4.0,0.0,5.256
2616,3346,CA-2016-145982,2016-08-27,2016-09-01,Second Class,TB-21055,Consumer,United States,Quincy,Massachusetts,East,OFF-BI-10000174,Office Supplies,Binders,"Wilson Jones Clip & Carry Folder Binder Tool for Ring Binders, Clear",29.0,5.0,0.0,13.92
2617,3347,CA-2015-112014,2015-08-13,2015-08-20,Standard Class,ON-18715,Corporate,United States,Yucaipa,California,West,OFF-AR-10003156,Office Supplies,Art,50 Colored Long Pencils,50.8,5.0,0.0,13.208
2618,3348,CA-2017-154732,2017-11-05,2017-11-07,First Class,AH-10195,Corporate,United States,Chicago,Illinois,Central,OFF-BI-10000474,Office Supplies,Binders,Avery Recycled Flexi-View Covers for Binding Systems,16.03,5.0,0.8,-25.648
2619,3349,US-2016-157308,2016-08-17,2016-08-21,Standard Class,NM-18520,Consumer,United States,Seattle,Washington,West,OFF-BI-10003712,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",15.712,4.0,0.2,5.6956
2620,3350,CA-2016-147536,2016-12-26,2016-12-31,Standard Class,AR-10510,Consumer,United States,New York City,New York,East,TEC-AC-10003280,Technology,Accessories,Belkin F8E887 USB Wired Ergonomic Keyboard,89.97,3.0,0.0,18.8937
2621,3351,US-2014-134733,2014-09-23,2014-09-28,Standard Class,BM-11650,Corporate,United States,San Diego,California,West,FUR-BO-10002916,Furniture,Bookcases,"Rush Hierlooms Collection 1"" Thick Stackable Bookcases",435.999,3.0,0.15,20.5176
2622,3352,US-2014-134733,2014-09-23,2014-09-28,Standard Class,BM-11650,Corporate,United States,San Diego,California,West,TEC-PH-10002726,Technology,Phones,netTALK DUO VoIP Telephone Service,83.984,2.0,0.2,31.494
2623,3354,US-2014-150434,2014-07-19,2014-07-24,Standard Class,CA-12310,Corporate,United States,Bristol,Connecticut,East,FUR-TA-10004152,Furniture,Tables,"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",70.56,1.0,0.3,-4.032
2624,3355,US-2014-150434,2014-07-19,2014-07-24,Standard Class,CA-12310,Corporate,United States,Bristol,Connecticut,East,Unknown_Product ID,Office Supplies,Binders,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",20.88,2.0,0.0,9.6048
2625,3356,US-2014-150434,2014-07-19,2014-07-24,Standard Class,CA-12310,Consumer,United States,Bristol,Connecticut,East,OFF-BI-10002160,Office Supplies,Binders,Acco Hanging Data Binders,3.81,1.0,0.0,1.8288
2626,3357,CA-2017-100335,2017-09-07,2017-09-13,Standard Class,NF-18595,Home Office,United States,Chicago,Illinois,Central,OFF-PA-10001685,Office Supplies,Paper,Easy-staple paper,73.008,9.0,0.2,26.4654
2627,3358,CA-2016-139234,2016-05-06,2016-05-10,Standard Class,AF-10870,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,3.208,2.0,0.8,-5.2932
2628,3359,CA-2016-139234,2016-05-06,2016-05-10,Standard Class,AF-10870,Consumer,United States,Chicago,Illinois,Central,TEC-AC-10004510,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,26.176,2.0,0.2,-3.272
2629,3360,US-2015-142020,2015-06-04,2015-06-08,Second Class,TC-21535,Home Office,United States,New York City,New York,East,OFF-PA-10004569,Office Supplies,Paper,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",30.44,4.0,0.0,14.3068
2630,3361,US-2015-142020,2015-06-04,2015-06-08,Second Class,TC-21535,Home Office,United States,New York City,New York,East,FUR-FU-10000672,Furniture,Furnishings,"Executive Impressions 10"" Spectator Wall Clock",35.28,3.0,0.0,11.9952
2631,3362,CA-2015-139962,2015-12-13,2015-12-20,Standard Class,Dp-13240,Home Office,United States,Revere,Massachusetts,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,19.44,3.0,0.0,9.3312
2632,3363,CA-2015-139962,2015-12-13,2015-12-20,Standard Class,Dp-13240,Home Office,United States,Revere,Massachusetts,East,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,37.88,2.0,0.0,18.94
2633,3364,CA-2016-130050,2016-07-16,2016-07-18,Second Class,MC-17425,Corporate,United States,Houston,Texas,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,9.552,3.0,0.6,-3.8208
2634,3365,CA-2014-115161,2014-01-31,2014-02-02,First Class,LC-17050,Consumer,United States,Mission Viejo,California,West,FUR-BO-10003966,Furniture,Bookcases,"Sauder Facets Collection Library, Sky Alder Finish",290.666,2.0,0.15,3.4196
2635,3366,CA-2014-165379,2014-07-09,2014-07-15,Standard Class,Unknown_Customer ID,Corporate,United States,Dallas,Texas,Central,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",10.368,2.0,0.2,3.6288
2636,3367,CA-2014-165379,2014-07-09,2014-07-15,Standard Class,BM-11650,Corporate,United States,Dallas,Texas,Central,OFF-PA-10002245,Office Supplies,Paper,Xerox 1895,14.352,3.0,0.2,4.485
2637,3368,CA-2015-115511,2015-11-21,2015-11-25,Standard Class,NW-18400,Consumer,United States,Las Vegas,Nevada,West,FUR-BO-10002598,Furniture,Bookcases,"Hon Metal Bookcases, Putty",141.96,2.0,0.0,41.1684
2638,3369,CA-2015-115511,2015-11-21,2015-11-25,Standard Class,NW-18400,Consumer,United States,Las Vegas,Nevada,West,OFF-BI-10002225,Office Supplies,Binders,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",66.048,4.0,0.2,23.1168
2639,3371,CA-2017-123778,2017-09-23,2017-09-30,Standard Class,BS-11755,Consumer,United States,New York City,California,West,OFF-BI-10000822,Office Supplies,Binders,"Acco PRESSTEX Data Binder with Storage Hooks, Light Blue, 9 1/2"" X 11""",25.824,6.0,0.2,9.0384
2640,3372,CA-2017-123778,2017-09-23,2017-09-30,Standard Class,BS-11755,Consumer,United States,San Francisco,California,West,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,160.96,2.0,0.0,48.288
2641,3373,CA-2015-161718,2015-12-04,2015-12-10,Standard Class,SO-20335,Consumer,United States,Hempstead,New York,East,FUR-FU-10002445,Furniture,Furnishings,"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",28.44,3.0,0.0,11.376
2642,3374,CA-2015-161718,2015-12-04,2015-12-10,Standard Class,SO-20335,Consumer,United States,Hempstead,New York,East,FUR-CH-10002372,Furniture,Chairs,Office Star - Ergonomically Designed Knee Chair,364.41,5.0,0.1,8.098
2643,3375,CA-2015-161718,2015-12-04,2015-12-10,Standard Class,SO-20335,Consumer,United States,New York City,New York,East,TEC-PH-10000376,Technology,Phones,Square Credit Card Reader,39.96,4.0,0.2,10.3896
2644,3376,CA-2015-161718,2015-12-04,2015-12-10,Standard Class,SO-20335,Consumer,United States,Hempstead,New York,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",361.764,2.0,0.1,68.3332
2645,3377,CA-2016-100671,2016-11-01,2016-11-04,First Class,CS-12490,Corporate,United States,Conroe,Texas,Central,OFF-ST-10004950,Office Supplies,Storage,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",54.594,9.0,0.2,6.9795
2646,3378,CA-2017-142867,2017-03-17,2017-03-21,Standard Class,PO-19180,Home Office,United States,Houston,Texas,Central,OFF-BI-10003166,Office Supplies,Binders,GBC Plasticlear Binding Covers,13.776,6.0,0.8,-22.0416
2647,3379,CA-2017-142867,2017-03-17,2017-03-21,Standard Class,PO-19180,Home Office,United States,Houston,Texas,Central,OFF-PA-10004610,Office Supplies,Paper,Xerox 1900,10.272,3.0,0.2,3.21
2648,3380,CA-2017-103156,2017-11-23,2017-11-24,First Class,TD-20995,Consumer,United States,Philadelphia,Pennsylvania,East,FUR-FU-10000320,Furniture,Binders,OIC Stacking Trays,24.048,9.0,0.2,7.2144
2649,3381,US-2017-162208,2017-08-27,2017-08-30,First Class,SP-20620,Corporate,United States,Tampa,California,South,OFF-EN-10004030,Office Supplies,Envelopes,Convenience Packs of Business Envelopes,2.896,1.0,0.2,0.9774
2650,3382,CA-2015-130659,2015-12-04,2015-12-09,Second Class,MS-17365,Consumer,United States,New York City,New York,East,OFF-EN-10004147,Office Supplies,Envelopes,Wausau Papers Astrobrights Colored Envelopes,17.94,3.0,0.2,8.7906
2651,3383,CA-2015-130659,2015-12-04,2015-12-09,Second Class,MS-17365,Consumer,United States,New York City,New York,East,FUR-CH-10003535,Furniture,Chairs,"Global Armless Task Chair, Royal Blue",384.174,7.0,0.2,29.8802
2652,3386,CA-2017-148404,2017-10-07,2017-10-11,Standard Class,Dp-13240,Home Office,United States,Charlotte,North Carolina,South,OFF-FA-10003112,Office Supplies,Fasteners,Staples,18.936,3.0,0.2,8.532
2653,3387,CA-2017-148404,2017-10-07,2017-10-11,Standard Class,Dp-13240,Home Office,United States,Charlotte,North Carolina,South,TEC-PH-10004447,Technology,Phones,Toshiba IPT2010-SD IPآ Telephone,222.384,2.0,0.2,16.6788
2654,3388,CA-2017-148404,2017-10-07,2017-10-11,Standard Class,Dp-13240,Home Office,United States,Charlotte,North Carolina,South,OFF-BI-10002854,Office Supplies,Binders,"Performers Binder/Pad Holder, Black",50.454,6.0,0.7,-33.636
2655,3389,CA-2017-148404,2017-10-07,2017-10-11,Standard Class,Dp-13240,Home Office,United States,Charlotte,North Carolina,South,FUR-TA-10001039,Furniture,Tables,KI Adjustable-Height Table,154.764,3.0,0.4,-36.1116
2656,3390,CA-2017-101077,2017-03-25,2017-03-30,Second Class,DB-13660,Consumer,United States,Dallas,Texas,Central,OFF-PA-10004239,Office Supplies,Paper,Xerox 1953,6.848,2.0,0.2,2.14
2657,3393,CA-2014-105340,2014-11-22,2014-11-25,First Class,EH-14185,Consumer,United States,Pasadena,Texas,Central,OFF-BI-10001765,Office Supplies,Binders,Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,6.928,1.0,0.8,-11.0848
2658,3394,US-2017-131583,2017-06-10,2017-06-10,Same Day,CL-11890,Consumer,United States,Philadelphia,Pennsylvania,East,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",40.032,6.0,0.2,15.012
2659,3395,US-2017-148362,2017-07-01,2017-07-08,Standard Class,KF-16285,Home Office,United States,Indianapolis,Indiana,Central,OFF-ST-10001128,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",443.92,4.0,0.0,13.3176
2660,3397,US-2017-148362,2017-07-01,2017-07-08,Standard Class,KF-16285,Home Office,United States,Indianapolis,Indiana,Central,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,25.92,4.0,0.2,12.4416
2661,3398,CA-2014-102274,2014-11-21,2014-11-26,Standard Class,DH-13075,Corporate,United States,Richmond,Kentucky,South,TEC-PH-10002923,Technology,Phones,"Logitech B530 USBآ Headsetآ -آ headsetآ - Full size, Binaural",36.99,1.0,0.0,9.9873
2662,3400,CA-2014-102274,2014-11-21,2014-11-26,Standard Class,DH-13075,Corporate,United States,Richmond,Kentucky,South,OFF-ST-10001511,Office Supplies,Storage,Space Solutions Commercial Steel Shelving,193.95,3.0,0.0,9.6975
2663,3401,CA-2014-102274,2014-11-21,2014-11-26,Standard Class,DH-13075,Corporate,United States,Richmond,Kentucky,South,OFF-AR-10002833,Office Supplies,Art,Newell 322,5.46,3.0,0.0,1.4742
2664,3402,CA-2015-129700,2015-05-04,2015-05-05,First Class,LA-16780,Corporate,United States,Tinley Park,Illinois,Central,FUR-FU-10001940,Furniture,Furnishings,Staple-based wall hangings,22.288,7.0,0.6,-8.9152
2665,3404,CA-2015-152527,2015-10-17,2015-10-17,Same Day,CM-12190,Consumer,United States,Los Angeles,California,West,OFF-ST-10003479,Office Supplies,Storage,"Eldon Base for stackable storage shelf, platinum",77.88,2.0,0.0,3.894
2666,3405,US-2014-150119,2014-04-23,2014-04-27,Standard Class,LB-16795,Home Office,United States,Columbus,Ohio,East,FUR-CH-10002965,Furniture,Chairs,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",281.372,2.0,0.3,-12.0588
2668,3408,US-2014-150119,2014-04-23,2014-04-27,Standard Class,LB-16795,Home Office,United States,Columbus,Ohio,East,FUR-FU-10002191,Furniture,Furnishings,G.E. Halogen Desk Lamp Bulbs,22.336,4.0,0.2,7.8176
2669,3409,US-2017-150847,2017-04-30,2017-05-06,Standard Class,JF-15490,Consumer,United States,Columbus,Ohio,East,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,10.368,2.0,0.2,3.6288
2670,3410,CA-2016-100244,2016-09-20,2016-09-24,Standard Class,GM-14695,Corporate,United States,San Francisco,California,West,OFF-PA-10001471,Office Supplies,Paper,Strathmore Photo Frame Cards,65.79,9.0,0.0,30.2634
2671,3412,CA-2016-100244,2016-09-20,2016-09-24,Standard Class,GM-14695,Corporate,United States,San Francisco,California,West,OFF-AR-10000940,Office Supplies,Art,Newell 343,11.76,4.0,0.0,3.1752
2672,3413,CA-2016-100244,2016-09-20,2016-09-24,Standard Class,GM-14695,Corporate,United States,San Francisco,California,West,OFF-PA-10002319,Office Supplies,Paper,Xerox 1944,77.52,2.0,0.0,37.9848
2673,3414,CA-2016-100244,2016-09-20,2016-09-24,Standard Class,GM-14695,Corporate,United States,San Francisco,California,West,OFF-BI-10000977,Office Supplies,Binders,Ibico Plastic Spiral Binding Combs,54.594,2.0,0.2,15.808
2674,3415,CA-2016-116540,2016-09-02,2016-09-02,Same Day,SS-20590,Consumer,United States,Madison,Wisconsin,Central,OFF-FA-10002676,Office Supplies,Fasteners,Colored Push Pins,1.81,1.0,0.0,0.6516
2675,3416,CA-2016-116540,2016-09-02,2016-09-02,Same Day,SS-20590,Consumer,United States,Madison,Wisconsin,Central,OFF-BI-10004970,Office Supplies,Binders,"ACCOHIDE 3-Ring Binder, Blue, 1""",8.26,2.0,0.0,3.8822
2676,3417,CA-2015-151841,2015-04-27,2015-05-02,Standard Class,TC-21475,Home Office,United States,Aurora,Colorado,West,OFF-AP-10003971,Office Supplies,Appliances,Belkin 6 Outlet Metallic Surge Strip,43.56,5.0,0.2,3.267
2677,3418,CA-2015-151841,2015-04-27,2015-05-02,Standard Class,TC-21475,Home Office,United States,Aurora,Colorado,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,2.0,0.2,0.73
2678,3419,CA-2015-150791,2015-09-06,2015-09-13,Standard Class,CC-12430,Home Office,United States,New York City,New York,East,FUR-CH-10000665,Furniture,Chairs,"Global Airflow Leather Mesh Back Chair, Black",271.764,2.0,0.1,60.392
2679,3422,CA-2016-134803,2016-05-28,2016-06-03,Standard Class,CL-12565,Consumer,United States,Los Angeles,California,West,TEC-AC-10002217,Technology,Accessories,Imationآ Clip USBآ flash driveآ - 8 GB,131.6,7.0,0.0,7.896
2680,3423,CA-2016-134803,2016-05-28,2016-06-03,Standard Class,CL-12565,Consumer,United States,Los Angeles,California,West,OFF-BI-10002215,Office Supplies,Binders,"Wilson Jones Hanging View Binder, White, 1""",22.72,4.0,0.2,7.384
2681,3425,CA-2015-153381,2015-09-24,2015-09-28,Standard Class,DE-13255,Home Office,United States,Dubuque,Iowa,West,OFF-BI-10001525,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",15.24,4.0,0.0,6.858
2682,3427,US-2017-111024,2017-07-03,2017-07-06,Second Class,SZ-20035,Home Office,United States,Lancaster,Ohio,East,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",32.896,4.0,0.2,11.1024
2683,3429,US-2017-111024,2017-07-03,2017-07-06,Second Class,SZ-20035,Home Office,United States,Lancaster,Ohio,East,OFF-PA-10002246,Office Supplies,Paper,"Wirebound Four 2-3/4 x 5 Forms per Page, 400 Sets per Book",30.96,6.0,0.2,11.223
2684,3430,CA-2017-148264,2017-12-08,2017-12-09,First Class,LF-17185,Consumer,United States,Inglewood,California,West,OFF-ST-10003327,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,29.79,3.0,0.0,8.6391
2685,3431,CA-2017-148264,2017-12-08,2017-12-09,First Class,LF-17185,Consumer,United States,Inglewood,California,West,FUR-FU-10002703,Furniture,Furnishings,"Tenex Traditional Chairmats for Hard Floors, Average Lip, 36"" x 48""",128.9,2.0,0.0,15.468
2686,3432,Unknown_Order ID,2017-12-08,2017-12-09,First Class,LF-17185,Consumer,United States,Inglewood,California,West,OFF-PA-10003651,Office Supplies,Paper,Xerox 1968,60.12,9.0,0.0,28.8576
2687,3433,CA-2017-131212,2017-12-05,2017-12-09,Standard Class,AB-10165,Consumer,United States,Bellevue,Washington,West,OFF-BI-10001617,Office Supplies,Binders,GBC Wire Binding Combs,24.816,3.0,0.2,8.3754
2688,3434,CA-2017-131212,2017-12-05,2017-12-09,Standard Class,AB-10165,Consumer,United States,Bellevue,Washington,West,OFF-BI-10000145,Office Supplies,Binders,Zipper Ring Binder Pockets,14.976,6.0,0.2,5.4288
2689,3435,US-2015-100531,2015-09-27,2015-09-29,First Class,NM-18520,Consumer,United States,Chicago,Illinois,Central,OFF-BI-10001670,Office Supplies,Binders,Vinyl Sectional Post Binders,15.08,2.0,0.8,-22.62
